Employee ID,Employee Name,Department,Designation,Gender,Joining Date,Exit Date,Salary,Attendance %,Location,Employment Status
EMP1526,Diya Verma,IT,Analyst,Male,03-03-2019,15-11-2019,44585,75.3,Wardha,Exited
EMP1527,Deepak Bhosale,Operations,Executive,Female,23-08-2022,03-12-2023,71066,91.6,Chennai,Exited
EMP1528,Siddharth Choudhary,Admin,Associate,Female,05-01-2025,,32328,94.8,Mumbai,Active
EMP1529,Ritika Joshi,Marketing,Coordinator,Male,09-06-2023,,68777,75.7,Wardha,Active
EMP1530,Neha Yadav,Sales,Senior Executive,Male,04-03-2024,,73372,90.7,Nagpur,Active
EMP1531,Isha Shinde,hr,Coordinator,Male,12-08-2024,,41562,81.8,Hyderabad,Active
EMP1532,Isha Sharma,Human Resource,Executive,Female,02-02-2024,,77596,79.7,Nagpur,Active
EMP1533,Sakshi Singh,hr,Manager,Male,12-04-2020,07-08-2020,68343,81.4,Chennai,Exited
EMP1534,Vivaan Ninawe,sales,Analyst,Male,06-09-2020,,36953,82.6,Bengaluru,Active
EMP1535,Shreya Shinde,Sales,Analyst,Male,10-01-2021,,35245,88.7,Bengaluru,Active
EMP1536,Aarav Shinde,Operations,Analyst,Male,04-08-2024,,82679,87.7,Wardha,Active
EMP1537,Isha Pawar,Operations,Coordinator,Female,22-11-2019,,50075,88.6,Indore,Active
EMP1538,Manoj Deshmukh,HR,Manager,Female,27-01-2021,,25217,71.1,Mumbai,Active
EMP1539,Akash Choudhary,Admin,Associate,Male,07-05-2022,26-07-2022,32272,74.8,Bengaluru,Exited
EMP1539, Siddharth Bhosale ,Admin,Executive,Female,27-12-2020,29-01-2022,22697,79.7,Chennai,Exited
EMP1541,Manoj Patel,IT,Senior Executive,Female,23-09-2019,24-02-2020,53968,85.7,Delhi,Exited
EMP1542,Siddharth Verma,hr,Manager,Female,06-12-2024,,81394,82.8,Hyderabad,Active
EMP1543,Aadhya Nair,Admin,Coordinator,Female,20-12-2022,,83063,84.8,Nagpur,Active
EMP1544,Ritika Bhosale,Finance,Executive,Male,04-04-2022,,18207,83.9,Pune,Active
EMP1545,Shreya Deshmukh,Admin,Coordinator,Male,26-08-2023,,63829,70.3,Delhi,Exited
EMP1546,Sakshi Yadav,Sales,Executive,Male,05-10-2019,20-05-2021,60457,90.6,Hyderabad,Exited
EMP1547,Neha Choudhary,Admin,Senior Executive,Female,30-04-2019,,43430,97.7,Wardha,Active
EMP1548,Swati Reddy,HR,Coordinator,Female,10-07-2020,,78374,83.9,Chennai,Exited
EMP1549,Swati Verma,Marketing,Coordinator,Female,11-05-2022,29-06-2022,45297,94.0,Hyderabad,Exited
EMP1550,Aditya Gupta,Sales,Coordinator,Female,08-05-2019,09-03-2021,,75.6,Pune,Exited
EMP1551,Deepak Yadav,sales,Senior Executive,Female,10-05-2019,29-10-2020,49148,94.9,Bengaluru,Exited
EMP1552,Ananya Nair,Sales,Executive,Male,17-12-2020,,67049,97.4,Wardha,Active
EMP1553,Amit Sharma,Operations,Senior Executive,Female,10-08-2024,,42931,92.0,Indore,Active
EMP1554,Priya Jain,Human Resource,Manager,Male,07-02-2020,,44894,83.8,Indore,Active
EMP1555,Vihaan Sharma,Sales,Associate,Male,30-06-2019,,61684,73.1,Bengaluru,Active
EMP1556,Aarav Choudhary,Sales,Senior Executive,Female,09-05-2021,,55560,93.2,Pune,Exited
EMP1557,Aadhya Gupta,Human Resource,Coordinator,Male,25-01-2022,,19999,76.2,Hyderabad,Active
EMP1558,Vikas Jain,Sales,Senior Executive,Female,02-08-2020,23-02-2021,27337,86.2,Mumbai,Exited
EMP1559,Arjun Sharma,Operations,Executive,Male,26-07-2019,,68279,82.8,Nagpur,Active
EMP1560,Sakshi Bhosale,Admin,Manager,Male,01-01-2024,17-05-2026,43971,99.2,Wardha,Exited
EMP1561,Rohan Gupta,hr,Senior Executive,Female,02-04-2024,,77714,84.1,Delhi,Active
EMP1562,Arjun Bhosale,Sales,Senior Executive,Female,28-01-2023,,61296,84.6,Pune,Exited
EMP1563,Rahul Singh,sales,Coordinator,Male,14-05-2024,29-03-2025,63693,85.2,Chennai,Exited
EMP1564,Manoj Singh,sales,Analyst,Male,18-10-2019,31-12-2020,72190,86.4,Wardha,Exited
EMP1565,Neha Patel,sales,Coordinator,Male,02-05-2021,20-08-2022,62852,75.2,Pune,Exited
EMP1566,Shreya Choudhary,Operations,Analyst,Female,13-04-2020,20-08-2020,76355,98.7,Pune,Exited
EMP1567,Siddharth Singh,Admin,Executive,Male,02-04-2023,08-03-2025,26058,94.5,Mumbai,Exited
EMP1568,Bhavna Gupta,Human Resource,Analyst,Male,30-01-2024,12-10-2025,76610,90.4,Hyderabad,Exited
EMP1569,Priya Choudhary,Sales,Coordinator,Female,16-11-2023,03-08-2025,19064,95.4,Bengaluru,Exited
EMP1570,Vivaan Mishra,Marketing,Executive,Female,06-08-2019,,65086,96.0,Delhi,Active
EMP1571,Kavya Choudhary,IT,Manager,Male,27-07-2022,14-11-2023,45684,84.2,Delhi,Exited
EMP1572,Vikas Patil,sales,Manager,Male,05-09-2023,,55810,74.0,Pune,Active
EMP1573,Nikhil Sharma,Human Resource,Analyst,Female,16-06-2024,02-12-2024,29097,95.8,Chennai,Exited
EMP1574,Siddharth Ninawe,Operations,Senior Executive,Male,17-09-2024,20-01-2026,68425,75.6,Mumbai,Exited
EMP1575,Rohan Reddy,Finance,Executive,Male,17-08-2024,29-03-2026,66099,87.0,Hyderabad,Exited
EMP1576,Vihaan Choudhary,Operations,Associate,Male,24-11-2019,,54624,85.7,Pune,Active
EMP1577,Diya Reddy,hr,Coordinator,Male,03-07-2022,,63029,84.1,Indore,Active
EMP1578,Ritika Reddy,Admin,Senior Executive,Male,19-09-2022,13-01-2025,56616,71.1,Bengaluru,Exited
EMP1579,Shreya Choudhary,Sales,Manager,Female,09-09-2019,17-05-2021,24765,94.3,Mumbai,Exited
EMP1580,Priya Reddy,hr,Senior Executive,Male,03-06-2020,,54418,88.5,Bengaluru,Active
EMP1581,Deepak Kulkarni,HR,Manager,Female,01-04-2020,,37809,81.1,Nagpur,Active
EMP1582,Aadhya Joshi,Operations,Executive,Male,10-01-2021,,62937,87.9,Nagpur,Active
EMP1583,Manoj Reddy,IT,Manager,Male,19-04-2023,,75695,76.3,Hyderabad,Active
EMP1584,Vivaan Kulkarni,hr,Associate,Female,04-08-2019,,78819,79.0,Indore,Active
EMP1584,Diya Patil,IT,Executive,Female,27-04-2024,,74981,97.8,Wardha,Exited
EMP1586,Neha Jain,Marketing,Associate,Female,18-06-2019,,64376,80.0,Bengaluru,Active
EMP1587,Kiran Singh,Sales,Manager,Male,22-05-2023,27-07-2025,49692,85.6,Nagpur,Exited
EMP1588,Sneha Mehta,HR,Associate,Male,04-02-2019,,19567,85.8,Wardha,Active
EMP1589,Pooja Joshi,Sales,Executive,Male,28-10-2021,,22461,71.7,Delhi,Active
EMP1590,Siddharth Singh,hr,Manager,Male,20-12-2019,,67277,96.9,Nagpur,Active
EMP1591,Aadhya Yadav,Operations,Manager,Female,07-11-2019,15-09-2020,73965,77.7,Pune,Exited
EMP1592,Aadhya Verma,IT,Analyst,Female,11-05-2023,29-02-2024,52690,72.1,Delhi,Exited
EMP1593,Siddharth Patil,Human Resource,Coordinator,Female,08-07-2024,,36857,76.6,Pune,Active
EMP1594,Swati Shinde,Sales,Executive,Female,28-02-2020,,27557,93.3,Mumbai,Active
EMP1595,Ritika Reddy,Human Resource,Senior Executive,Male,04-01-2019,,69181,91.0,Chennai,Active
EMP1596,Rohan Sharma,Marketing,Coordinator,Male,02-07-2024,13-12-2026,27188,70.1,Wardha,Exited
EMP1597,Vihaan Choudhary,Marketing,Manager,Male,10-01-2023,25-03-2024,25234,81.0,Hyderabad,Exited
EMP1598,Aditya Shinde,Sales,Associate,Male,11-04-2021,,23155,79.0,Chennai,Active
EMP1599,Ritika Singh,sales,Manager,Male,15-06-2024,,75407,74.2,Delhi,Active
EMP1600, Aarav Choudhary ,Finance,Associate,Female,26-06-2024,,,99.0,Mumbai,Exited
EMP1601,Vivaan Jain,HR,Executive,Male,15-10-2022,,71150,94.2,Indore,Active
EMP1602,Isha Mehta,Human Resource,Manager,Male,12-08-2021,,22833,84.7,Mumbai,Active
EMP1603,Rahul Bhosale,HR,Analyst,Male,21-09-2021,,19882,97.1,Pune,Active
EMP1604,Isha Bhosale,Human Resource,Associate,Male,19-09-2019,,32965,71.9,Delhi,Active
EMP1605,Kavya Jain,IT,Senior Executive,Male,21-08-2022,,36000,92.9,Nagpur,Active
EMP1606,Sneha Patel,hr,Analyst,Female,26-01-2022,,72415,86.6,Wardha,Active
EMP1607,Diya Choudhary,HR,Analyst,Male,30-06-2020,,67300,96.4,Pune,Active
EMP1608,Aarav Sharma,Human Resource,Manager,Male,01-01-2020,06-05-2022,80391,76.2,Bengaluru,Exited
EMP1609,Amit Shinde,IT,Coordinator,Male,06-09-2021,,22931,91.5,Pune,Active
EMP1610,Nikhil Yadav,sales,Analyst,Male,12-09-2023,,48885,99.6,Pune,Active
EMP1611,Siddharth Mishra,Marketing,Manager,Male,09-09-2024,,78845,78.3,Delhi,Active
EMP1612,Vihaan Gupta,Operations,Manager,Male,30-07-2024,,38940,71.6,Hyderabad,Active
EMP1613,Priya Deshmukh,IT,Executive,Male,26-10-2021,24-05-2024,77394,92.2,Indore,Exited
EMP1614,Sai Ninawe,HR,Analyst,Female,09-06-2024,,27287,87.8,Hyderabad,Active
EMP1615,Kavya Deshmukh,sales,Analyst,Male,31-07-2021,,60746,77.1,Chennai,Active
EMP1616,Deepak Deshmukh,IT,Coordinator,Female,22-06-2021,,79733,71.6,Chennai,Active
EMP1617,Arjun Deshmukh,Admin,Senior Executive,Male,07-02-2024,,68768,83.7,Delhi,Active
EMP1618,Nikhil Mishra,Sales,Senior Executive,Male,08-04-2021,,25818,73.3,Wardha,Exited
EMP1619,Isha Pawar,Human Resource,Coordinator,Male,08-11-2022,,56687,93.7,Nagpur,Active
EMP1620,Rohan Mehta,Finance,Coordinator,Female,21-12-2019,03-06-2021,46369,95.1,Bengaluru,Exited
EMP1621,Aarav Pawar,Finance,Coordinator,Male,12-10-2021,26-06-2022,37525,82.5,Mumbai,Exited
EMP1622,Vivaan Reddy,Marketing,Associate,Female,18-05-2019,19-10-2020,30844,77.2,Indore,Exited
EMP1623,Bhavna Sharma,IT,Senior Executive,Male,11-06-2021,,64976,89.4,Pune,Active
EMP1624,Aarav Reddy,Sales,Associate,Female,24-10-2020,28-12-2022,21199,93.2,Chennai,Exited
EMP1625,Sai Mishra,Operations,Manager,Female,06-01-2019,,68446,85.9,Bengaluru,Active
EMP1626,Kavya Kulkarni,Admin,Manager,Male,28-04-2021,,62000,85.4,Hyderabad,Active
EMP1627,Ritika Verma,hr,Senior Executive,Male,18-04-2023,28-06-2023,65916,89.4,Pune,Exited
EMP1628,Vikas Deshmukh,Human Resource,Manager,Female,03-10-2022,,32884,92.1,Delhi,Active
EMP1629,Bhavna Joshi,sales,Executive,Male,15-12-2022,22-03-2024,54325,81.2,Wardha,Exited
EMP1629,Rahul Nair,Marketing,Associate,Female,17-05-2020,11-05-2022,56307,94.0,Pune,Exited
EMP1631,Ananya Shinde,hr,Executive,Male,25-11-2019,15-10-2020,28085,78.3,Nagpur,Exited
EMP1632,Rahul Gupta,Finance,Associate,Male,02-11-2024,,56426,84.2,Chennai,Active
EMP1633,Isha Sharma,Sales,Analyst,Female,13-02-2021,,20888,82.4,Hyderabad,Active
EMP1634,Nikhil Jain,Operations,Senior Executive,Male,11-12-2024,13-08-2026,35295,93.7,Delhi,Exited
EMP1635,Rahul Mishra,Sales,Senior Executive,Female,13-07-2019,,64284,98.7,Nagpur,Active
EMP1636,Sakshi Mehta,Sales,Analyst,Male,16-01-2021,,38117,73.5,Hyderabad,Active
EMP1637,Rohan Gupta,Operations,Manager,Female,02-12-2021,,22546,99.3,Nagpur,Exited
EMP1638,Pooja Shinde,Marketing,Associate,Female,27-10-2020,,21266,93.1,Wardha,Exited
EMP1639,Swati Jain,Human Resource,Senior Executive,Male,18-01-2019,16-12-2019,80116,94.0,Wardha,Exited
EMP1640,Sneha Singh,Operations,Senior Executive,Male,14-06-2019,,33319,82.0,Delhi,Active
EMP1641,Isha Mishra,hr,Coordinator,Male,29-08-2022,,43578,93.4,Bengaluru,Active
EMP1642,Ananya Sharma,hr,Analyst,Female,30-12-2023,,69697,79.5,Indore,Active
EMP1643,Vivaan Mishra,IT,Senior Executive,Female,28-08-2020,13-10-2021,19597,80.5,Wardha,Exited
EMP1644,Deepak Mehta,hr,Senior Executive,Male,02-06-2021,31-08-2022,75999,94.2,Chennai,Exited
EMP1645,Shreya Pawar,Human Resource,Senior Executive,Female,19-12-2019,,45234,99.7,Indore,Active
EMP1646,Sneha Patel,Admin,Associate,Female,20-03-2023,,18867,82.4,Indore,Active
EMP1647,Isha Choudhary,Human Resource,Senior Executive,Female,27-03-2021,,68039,71.3,Bengaluru,Active
EMP1648,Manoj Choudhary,Sales,Analyst,Female,16-07-2024,,18320,79.0,Wardha,Exited
EMP1649,Vihaan Yadav,IT,Executive,Male,04-01-2021,25-11-2022,50079,92.9,Wardha,Exited
EMP1650,Aditya Bhosale,sales,Manager,Male,22-05-2024,26-03-2026,,81.2,Mumbai,Exited
EMP1651,Deepak Kulkarni,Human Resource,Associate,Male,28-08-2019,,59901,80.7,Mumbai,Active
EMP1652,Aadhya Mishra,IT,Senior Executive,Male,29-12-2022,,55992,85.4,Nagpur,Active
EMP1653,Bhavna Singh,Admin,Senior Executive,Female,15-11-2020,10-04-2023,57462,72.9,Hyderabad,Exited
EMP1654,Manoj Gupta,HR,Senior Executive,Male,14-07-2020,22-12-2021,72000,73.1,Nagpur,Exited
EMP1655,Amit Joshi,Finance,Associate,Male,23-11-2024,,72702,73.5,Nagpur,Active
EMP1656,Swati Sharma,Operations,Coordinator,Female,27-11-2022,18-05-2023,75925,75.2,Bengaluru,Exited
EMP1657,Aarav Singh,Finance,Senior Executive,Male,11-06-2020,,47697,76.3,Pune,Active
EMP1658,Kavya Singh,hr,Executive,Male,19-03-2019,31-05-2019,43736,93.8,Indore,Exited
EMP1659,Rohan Verma,Operations,Manager,Male,02-05-2020,,57537,92.6,Pune,Exited
EMP1660, Swati Bhosale ,Finance,Executive,Male,30-03-2021,,64076,74.4,Bengaluru,Active
EMP1661,Rohan Mishra,sales,Coordinator,Male,19-10-2020,,84179,73.0,Mumbai,Active
EMP1662,Amit Deshmukh,Finance,Manager,Male,28-02-2022,,18567,97.7,Indore,Active
EMP1663,Deepak Reddy,sales,Senior Executive,Female,28-01-2021,16-06-2021,41704,82.7,Indore,Exited
EMP1664,Diya Pawar,hr,Executive,Male,11-07-2022,,79066,84.9,Hyderabad,Active
EMP1665,Sakshi Yadav,Marketing,Associate,Male,16-06-2019,,61006,81.5,Wardha,Active
EMP1666,Siddharth Yadav,Operations,Analyst,Male,14-07-2021,,74093,96.8,Wardha,Exited
EMP1667,Akash Mishra,Human Resource,Coordinator,Male,22-02-2019,02-05-2020,75417,73.6,Chennai,Exited
EMP1668,Neha Choudhary,hr,Analyst,Female,22-11-2020,,65672,76.0,Chennai,Active
EMP1669,Vihaan Joshi,IT,Manager,Female,06-08-2024,29-10-2026,53779,80.7,Chennai,Exited
EMP1670,Rahul Nair,Sales,Associate,Female,26-08-2020,,50858,76.9,Nagpur,Exited
EMP1671,Aarav Singh,HR,Coordinator,Female,07-10-2019,07-05-2020,68152,74.6,Pune,Exited
EMP1672,Bhavna Patel,Marketing,Associate,Female,09-07-2024,,83260,86.3,Indore,Exited
EMP1673,Vikas Sharma,HR,Associate,Female,29-10-2023,,68283,95.6,Wardha,Active
EMP1674,Isha Verma,HR,Associate,Male,25-12-2020,11-07-2021,82419,79.4,Chennai,Exited
EMP1674,Rahul Singh,Admin,Coordinator,Male,02-07-2024,23-12-2026,38487,81.7,Wardha,Exited
EMP1676,Rohan Patil,Admin,Analyst,Female,15-12-2022,11-02-2023,23913,80.5,Mumbai,Exited
EMP1677,Bhavna Jain,IT,Senior Executive,Male,03-02-2020,04-03-2021,71992,89.8,Delhi,Exited
EMP1678,Diya Yadav,Admin,Executive,Female,14-12-2019,,57965,75.1,Indore,Active
EMP1679,Sneha Verma,Operations,Coordinator,Male,27-09-2023,,79564,99.6,Chennai,Exited
EMP1680,Rohan Patil,sales,Senior Executive,Female,05-02-2020,,44988,85.1,Hyderabad,Exited
EMP1681,Sai Bhosale,Sales,Coordinator,Male,28-01-2023,,27872,78.6,Mumbai,Exited
EMP1682,Priya Choudhary,IT,Coordinator,Female,14-07-2021,,30416,78.2,Indore,Active
EMP1683,Rahul Pawar,Finance,Coordinator,Female,23-11-2022,,57563,83.0,Indore,Active
EMP1684,Sneha Deshmukh,IT,Executive,Male,06-07-2023,11-11-2024,41671,87.3,Delhi,Exited
EMP1685,Akash Shinde,Sales,Coordinator,Male,22-12-2024,04-02-2027,25848,80.9,Nagpur,Exited
EMP1686,Diya Gupta,Sales,Manager,Male,19-11-2023,17-04-2026,26444,95.4,Bengaluru,Exited
EMP1687,Manoj Yadav,Human Resource,Analyst,Male,16-11-2021,,71197,74.5,Mumbai,Active
EMP1688,Diya Yadav,Operations,Analyst,Male,11-06-2024,24-01-2027,22850,78.2,Mumbai,Exited
EMP1689,Aadhya Kulkarni,Marketing,Executive,Male,21-12-2020,,81680,95.8,Pune,Active
EMP1690,Sneha Bhosale,Sales,Associate,Male,18-09-2019,04-09-2021,29836,77.1,Indore,Exited
EMP1691,Swati Singh,Marketing,Coordinator,Male,21-11-2024,23-03-2025,49205,93.2,Hyderabad,Exited
EMP1692,Sneha Choudhary,IT,Analyst,Male,24-08-2021,,32000,99.1,Wardha,Exited
EMP1693,Kavya Kulkarni,Admin,Senior Executive,Female,18-08-2019,02-09-2021,32806,84.2,Delhi,Exited
EMP1694,Aadhya Gupta,sales,Manager,Male,30-04-2024,20-06-2024,22562,90.7,Delhi,Exited
EMP1695,Aadhya Mehta,IT,Coordinator,Male,20-06-2022,20-06-2024,33997,95.7,Chennai,Exited
EMP1696,Aarav Patil,Sales,Senior Executive,Male,17-05-2022,,48862,95.8,Nagpur,Active
EMP1697,Swati Shinde,sales,Executive,Female,23-07-2023,,53918,84.1,Chennai,Active
EMP1698,Swati Jain,IT,Coordinator,Male,16-02-2020,,52205,80.6,Indore,Active
EMP1699,Shreya Jain,Operations,Manager,Female,23-04-2019,,42083,93.7,Nagpur,Active
EMP1700,Aarav Patil,Finance,Analyst,Male,05-06-2022,26-10-2022,,95.4,Chennai,Exited
EMP1701,Kiran Jain,Operations,Analyst,Female,13-05-2024,,52167,94.0,Delhi,Active
EMP1702,Aditya Pawar,sales,Executive,Male,15-01-2021,09-10-2023,47423,97.7,Delhi,Exited
EMP1703,Swati Patel,Operations,Associate,Female,23-03-2021,11-10-2021,24525,88.0,Nagpur,Exited
EMP1704,Aditya Mishra,Human Resource,Associate,Female,25-04-2020,,75037,73.6,Delhi,Active
EMP1705,Ananya Kulkarni,Sales,Coordinator,Male,17-07-2024,,45080,99.9,Bengaluru,Exited
EMP1706,Shreya Deshmukh,IT,Senior Executive,Male,08-01-2021,08-03-2021,56036,88.5,Delhi,Exited
EMP1707,Pooja Choudhary,Operations,Analyst,Female,18-12-2019,,79457,99.2,Chennai,Active
EMP1708,Akash Deshmukh,IT,Executive,Female,30-09-2023,,25700,97.9,Wardha,Exited
EMP1709,Swati Mishra,Admin,Coordinator,Female,06-07-2019,,51247,79.1,Chennai,Active
EMP1710,Akash Mishra,Human Resource,Analyst,Female,18-06-2019,,52116,97.9,Wardha,Active
EMP1711,Arjun Patel,sales,Senior Executive,Male,12-12-2024,,33314,99.4,Wardha,Exited
EMP1712,Deepak Kulkarni,sales,Coordinator,Female,28-10-2023,22-08-2024,52571,83.1,Nagpur,Exited
EMP1713,Sneha Reddy,Human Resource,Analyst,Male,08-12-2023,,42762,76.9,Mumbai,Active
EMP1714,Rahul Kulkarni,Human Resource,Executive,Female,28-03-2024,,82868,80.7,Indore,Exited
EMP1715,Rahul Shinde,Operations,Senior Executive,Male,05-04-2020,,34207,76.1,Bengaluru,Active
EMP1716,Sai Ninawe,Marketing,Coordinator,Male,22-01-2022,,18540,82.5,Pune,Active
EMP1717,Diya Reddy,hr,Manager,Male,08-09-2022,,55261,81.8,Pune,Active
EMP1718,Manoj Jain,Human Resource,Manager,Female,29-04-2019,,78323,83.6,Bengaluru,Active
EMP1719,Siddharth Sharma,sales,Analyst,Male,29-06-2019,16-08-2021,34950,94.0,Bengaluru,Exited
EMP1719, Sneha Verma ,hr,Senior Executive,Male,12-04-2023,,70279,77.2,Chennai,Active
EMP1721,Aditya Sharma,Finance,Executive,Female,29-10-2020,15-09-2021,38202,84.7,Chennai,Exited
EMP1722,Shreya Yadav,Admin,Coordinator,Male,21-06-2020,20-11-2022,66163,84.7,Chennai,Exited
EMP1723,Rahul Kulkarni,Admin,Senior Executive,Male,29-09-2023,,73382,83.0,Chennai,Active
EMP1724,Aditya Verma,Marketing,Associate,Male,31-10-2022,23-09-2024,38325,78.7,Chennai,Exited
EMP1725,Aditya Reddy,Sales,Analyst,Female,31-08-2020,,57375,78.9,Mumbai,Active
EMP1726,Vikas Patel,HR,Associate,Female,03-10-2024,,84932,72.8,Bengaluru,Active
EMP1727,Pooja Kulkarni,Admin,Manager,Female,01-12-2019,,32933,75.4,Nagpur,Active
EMP1728,Manoj Patil,HR,Coordinator,Female,08-12-2019,06-11-2020,59149,92.7,Wardha,Exited
EMP1729,Siddharth Kulkarni,sales,Executive,Female,05-02-2021,,42259,96.1,Pune,Active
EMP1730,Kavya Mehta,HR,Manager,Female,24-01-2019,,40509,83.8,Chennai,Exited
EMP1731,Deepak Bhosale,Operations,Senior Executive,Male,25-05-2022,30-05-2024,69773,73.8,Mumbai,Exited
EMP1732,Ananya Singh,HR,Associate,Male,09-02-2021,,45424,89.5,Chennai,Active
EMP1733,Manoj Mehta,Finance,Associate,Male,19-12-2019,17-06-2020,80126,73.5,Nagpur,Exited
EMP1734,Shreya Shinde,Operations,Coordinator,Male,15-04-2024,,76918,76.0,Chennai,Active
EMP1735,Vivaan Jain,HR,Manager,Female,25-02-2020,11-08-2022,82972,71.1,Chennai,Exited
EMP1736,Rahul Nair,Admin,Coordinator,Male,21-06-2024,,25956,82.7,Hyderabad,Active
EMP1737,Vikas Patel,Sales,Associate,Female,05-09-2023,,63451,70.6,Bengaluru,Exited
EMP1738,Shreya Deshmukh,Operations,Coordinator,Female,09-11-2022,,46796,97.7,Wardha,Exited
EMP1739,Arjun Yadav,IT,Coordinator,Male,04-09-2023,30-12-2025,39237,78.5,Pune,Exited
EMP1740,Akash Reddy,Human Resource,Coordinator,Female,10-12-2020,,38488,73.0,Chennai,Active
EMP1741,Rahul Yadav,Finance,Senior Executive,Female,07-05-2021,,20376,80.7,Nagpur,Active
EMP1742,Sai Nair,HR,Executive,Male,18-09-2019,11-07-2021,47712,84.6,Hyderabad,Exited
EMP1743,Kiran Mishra,HR,Manager,Male,31-12-2021,,31650,97.8,Wardha,Active
EMP1744,Kiran Shinde,hr,Coordinator,Male,09-03-2020,,23501,75.0,Pune,Active
EMP1745,Deepak Deshmukh,sales,Associate,Male,05-10-2020,24-12-2022,84308,74.6,Hyderabad,Exited
EMP1746,Sneha Gupta,hr,Analyst,Female,06-04-2021,02-07-2023,18863,80.2,Indore,Exited
EMP1747,Sai Patel,Sales,Analyst,Female,06-03-2023,13-02-2025,50171,93.6,Nagpur,Exited
EMP1748,Kiran Pawar,IT,Executive,Female,04-08-2023,12-02-2025,65418,74.4,Mumbai,Exited
EMP1749,Sakshi Nair,hr,Associate,Male,14-12-2019,13-03-2022,39538,81.8,Mumbai,Exited
EMP1750,Akash Gupta,Admin,Manager,Female,25-08-2019,19-03-2022,,97.3,Mumbai,Exited
EMP1751,Manoj Kulkarni,Marketing,Manager,Female,24-08-2020,21-04-2021,75952,96.6,Chennai,Exited
EMP1752,Bhavna Deshmukh,Sales,Associate,Male,12-12-2019,,61842,85.6,Indore,Active
EMP1753,Priya Deshmukh,hr,Executive,Male,26-09-2024,10-12-2026,38975,96.7,Indore,Exited
EMP1754,Rohan Kulkarni,Finance,Senior Executive,Female,29-05-2022,19-10-2022,25857,88.8,Hyderabad,Exited
EMP1755,Vihaan Verma,hr,Senior Executive,Male,13-01-2024,17-02-2024,77394,94.2,Indore,Exited
EMP1756,Deepak Bhosale,Finance,Manager,Female,05-12-2022,,36346,85.6,Delhi,Exited
EMP1757,Vihaan Jain,Marketing,Associate,Male,27-02-2021,26-08-2021,73796,72.8,Chennai,Exited
EMP1758,Ritika Gupta,Operations,Coordinator,Female,29-05-2021,,70789,96.2,Wardha,Exited
EMP1759,Nikhil Pawar,Operations,Analyst,Female,28-06-2024,22-12-2024,84294,91.3,Nagpur,Exited
EMP1760,Sakshi Nair,Marketing,Associate,Male,28-04-2020,,77694,92.4,Indore,Active
EMP1761,Pooja Singh,Admin,Senior Executive,Female,01-08-2023,,33842,71.2,Nagpur,Active
EMP1762,Vihaan Mishra,Sales,Analyst,Male,14-03-2023,,21667,93.5,Chennai,Exited
EMP1763,Vivaan Yadav,Sales,Executive,Male,02-06-2021,,82067,86.4,Pune,Active
EMP1764,Deepak Verma,IT,Associate,Female,24-05-2024,31-12-2026,62279,95.0,Nagpur,Exited
EMP1764,Bhavna Gupta,Marketing,Executive,Female,02-03-2024,31-08-2024,60626,81.6,Chennai,Exited
EMP1766,Sneha Mehta,HR,Manager,Male,20-12-2023,23-06-2026,39707,87.2,Bengaluru,Exited
EMP1767,Vikas Singh,Marketing,Coordinator,Male,15-12-2019,,24930,92.5,Indore,Active
EMP1768,Ritika Sharma,hr,Senior Executive,Male,18-12-2024,,20486,77.4,Wardha,Active
EMP1769,Aditya Mehta,Admin,Senior Executive,Female,05-08-2022,20-01-2024,21049,75.4,Mumbai,Exited
EMP1770,Deepak Nair,sales,Coordinator,Male,14-04-2023,,31019,78.6,Nagpur,Exited
EMP1771,Aadhya Patel,Human Resource,Analyst,Male,10-06-2022,08-09-2022,60636,91.4,Bengaluru,Exited
EMP1772,Neha Singh,sales,Executive,Male,06-08-2020,27-05-2021,67219,76.1,Delhi,Exited
EMP1773,Rahul Nair,Marketing,Executive,Female,27-04-2023,,53296,83.9,Chennai,Active
EMP1774,Aditya Reddy,HR,Senior Executive,Male,28-07-2023,,20440,77.4,Indore,Active
EMP1775,Nikhil Gupta,Sales,Analyst,Male,25-07-2023,,83592,81.2,Nagpur,Exited
EMP1776,Kiran Joshi,Marketing,Coordinator,Female,02-10-2023,,78902,89.6,Nagpur,Exited
EMP1777,Aarav Verma,Operations,Manager,Male,24-01-2022,19-03-2023,64061,87.6,Indore,Exited
EMP1778,Priya Verma,Human Resource,Executive,Female,27-12-2024,,57405,91.0,Nagpur,Active
EMP1779,Shreya Mehta,Sales,Senior Executive,Female,05-11-2023,,84167,89.1,Wardha,Active
EMP1780, Aadhya Joshi ,sales,Coordinator,Female,31-10-2022,,78266,70.5,Nagpur,Active
EMP1781,Nikhil Sharma,Admin,Manager,Male,05-05-2024,,19255,82.4,Wardha,Active
EMP1782,Bhavna Patil,Marketing,Manager,Female,29-11-2019,,22056,90.2,Hyderabad,Active
EMP1783,Manoj Patil,Admin,Executive,Female,06-01-2023,,19105,81.1,Delhi,Exited
EMP1784,Isha Sharma,Finance,Analyst,Male,23-03-2019,17-04-2021,64900,94.5,Bengaluru,Exited
EMP1785,Kiran Joshi,Finance,Manager,Male,15-07-2024,,82597,70.2,Chennai,Exited
EMP1786,Vihaan Kulkarni,Admin,Manager,Male,11-08-2024,,43397,72.0,Nagpur,Exited
